"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H00755",1,0.65,"expeabe.4",12.6987008699482,14.0848449034416,1.03530923431251,18.7546994354521,0.858585858585859
"17H00755",1,0.65,"hambabe.2",9.79708498724554,10.8470537902398,1.35731210856869,15.0061883550843,0.808080808080808
"17H00755",1,0.65,"solcbbe.1",8.7884261083827,9.4569200645025,0.479305140439985,15.1151955268864,0.757575757575758
"17H00755",2,0.35,"buclcbe.2",8.81803155767612,9.38362712401592,0.0705600024310454,16.7676621346119,0.808080808080808
"17H00755",3,NA,NA,NA,NA,NA,NA,NA
"17H00755",4,NA,NA,NA,NA,NA,NA,NA
"17H00755",5,NA,NA,NA,NA,NA,NA,NA
"17H00755",6,NA,NA,NA,NA,NA,NA,NA
"17H00755",7,NA,NA,NA,NA,NA,NA,NA
"17H00755",8,NA,NA,NA,NA,NA,NA,NA
"17H00755",9,NA,NA,NA,NA,NA,NA,NA
