"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H00579",1,0.55,"cescabe.1",4.94568595172218,5.0292920529406,1.63556922259962,6.9848800201637,0.878787878787879
"17H00579",1,0.55,"cescabe.2",5.07675145957698,5.30906572166024,2.01705430158602,6.75929714613026,0.919191919191919
"17H00579",1,0.55,"cescbbe.1",4.99995009119452,5.15542216110182,1.0615023052766,7.2231723441996,0.848484848484849
"17H00579",1,0.55,"enclbbe.3",4.35422130457569,4.48328428444112,1.15855315147726,6.41544843557214,0.777777777777778
"17H00579",1,0.55,"estrabe.3",4.53374018106466,4.58031552647457,1.37336487049908,6.25293663077824,0.777777777777778
"17H00579",1,0.55,"feldabe.3",5.20282399096443,5.19294190573046,1.69478593661103,7.34888954620393,0.919191919191919
"17H00579",1,0.55,"maanbbe.2",3.14964960529476,3.36466078173518,0.00453420409090671,4.745878425374,0.545454545454545
"17H00579",1,0.55,"perdbbe.3",4.11768355821566,4.33428898972531,0.467659406120671,6.35214052302378,0.696969696969697
"17H00579",1,0.55,"prdibbe.3",2.91102265099332,2.93219088472198,0.490012671954841,5.07355543853254,0.454545454545455
"17H00579",1,0.55,"prrebbe.3",4.56564212329254,4.87721019596529,1.67365142334412,6.27161355140114,0.818181818181818
"17H00579",1,0.55,"rperabe.3",3.50473037837431,3.73308547233651,-1.23365632054607,5.42333847350378,0.575757575757576
"17H00579",2,0.55,"buclcbe.4",4.18142626997399,4.25464434565216,0.807441602118148,6.82977712049821,0.727272727272727
"17H00579",2,0.55,"bvancbe.1",4.87201122919905,5.24527370087017,0.183063718147051,7.965723579184,0.767676767676768
"17H00579",2,0.55,"bvancbe.3",4.80578213191242,4.98312540442017,1.71313756619709,6.69791214363851,0.797979797979798
"17H00579",2,0.55,"connabe.3",4.45520659039809,4.6392170551327,-0.217959727059966,6.58797855422786,0.727272727272727
"17H00579",2,0.55,"imprbbe.1",4.42866795092589,4.71134558698549,0.760166920876196,7.62955961644105,0.717171717171717
"17H00579",2,0.55,"inmebbe.4",3.17654456119633,3.43017879638326,0.214036493370436,5.64556987635268,0.505050505050505
"17H00579",2,0.55,"srecabe.1",2.63467950053794,2.69887848215205,-0.65127378263658,5.0366394855829,0.454545454545455
"17H00579",2,0.55,"uintabe.1",2.83516539110059,2.8383834107657,0.794964511343981,5.35011648600631,0.404040404040404
"17H00579",3,0.55,"brobabe.3",4.20400847149323,4.46235560934108,0.908858408087089,6.14531767388319,0.737373737373737
"17H00579",3,0.55,"buesbbe.2",4.7305032671923,4.97195629616453,0.811763374916883,6.92135239684294,0.777777777777778
"17H00579",3,0.55,"cescbbe.2",4.89413447538509,5.12769955118857,1.93191313266526,7.10374575275563,0.767676767676768
"17H00579",3,0.55,"depiabe.4",5.570326331914,5.79913574998996,1.11450250079672,8.25068416789246,0.858585858585859
"17H00579",4,0.4,"amclabe.1",5.38964644888339,5.93480861854083,1.00100150250438,7.82503980817219,0.777777777777778
"17H00579",4,0.4,"men1bbe.3",4.63611107397702,4.66077645583508,1.48793811678986,7.39351198436132,0.737373737373737
"17H00579",4,0.4,"prrebbe.2",5.23723764325566,5.66233757999901,-0.405686282667551,8.24047692889487,0.777777777777778
"17H00579",5,0.25,"uintabe.2",5.882367558759,6.69873364364345,-0.623240753781195,8.94811291560015,0.737373737373737
"17H00579",6,-0.4,"amclabe.2",5.96947949552183,6.50668296662984,0.0830460525871117,8.34404594832756,0.777777777777778
"17H00579",6,-0.4,"expeabe.2",5.34057862097819,5.77320289672924,0.492042943906072,8.02036072757695,0.707070707070707
"17H00579",7,0.35,"amclbbe.2",6.30887989275085,6.85307127717222,0.899143724106881,9.36524066521749,0.757575757575758
"17H00579",7,0.35,"buclcbe.1",6.23649298865479,6.6455698929362,0.719981248732546,9.24755561043439,0.777777777777778
"17H00579",7,0.35,"imprbbe.2",5.74598583606784,5.99490032020173,-0.239656537449212,11.188578758259,0.707070707070707
"17H00579",7,0.35,"prmobbe.2",5.8148222256081,6.32658825605273,0.0212512577142164,13.0417764399548,0.707070707070707
"17H00579",8,0.5,"buesbbe.1",5.3729851661531,5.63729762778754,-0.0971283488324271,10.040600768071,0.707070707070707
"17H00579",8,0.5,"hramabe.2",7.18895901140342,7.85064888797275,0.357816154473429,12.4623736668294,0.808080808080808
"17H00579",8,0.5,"hramabe.3",5.19735342487273,5.47136630397745,1.12953967942118,8.10721358246523,0.707070707070707
"17H00579",9,0.5,"aprebbe.3",5.51374224743517,5.70753781854221,0.506903457520264,10.5484018918871,0.707070707070707
"17H00579",9,0.5,"connabe.4",5.35959097636644,5.55037582174194,-0.109851931771576,9.50154446861999,0.717171717171717
"17H00579",9,0.5,"feldabe.2",6.8376862719081,7.24380984800392,-0.0890320032443737,10.8977421962697,0.777777777777778
