"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H01735",1,0.75,"aprebbe.3",5.44159782376521,5.66288124142672,2.15884738620791,7.82248275765512,0.909090909090909
"17H01735",1,0.75,"artiabe.3",3.57633608270228,3.64859574176556,0.996131575079422,5.91677440874729,0.707070707070707
"17H01735",1,0.75,"comicbe.2",5.45718387542473,5.59216804320488,2.32618804517668,7.2108359013531,0.939393939393939
"17H01735",1,0.75,"cultabe.3",5.56077145379712,5.67055640868322,2.77123056747064,7.65115089443015,0.94949494949495
"17H01735",1,0.75,"emptabe.3",4.10149524254542,4.41292627847778,-1.04909295965896,6.48853661825435,0.757575757575758
"17H01735",1,0.75,"enclbbe.3",4.82064633264731,4.98168243716503,1.89115034117006,6.38755874757495,0.919191919191919
"17H01735",1,0.75,"escrabe.1",3.98878956702783,4.08387767749243,1.4373221244144,5.73870773467642,0.797979797979798
"17H01735",1,0.75,"escrabe.2",3.93695709019521,3.94979834542679,1.4715153231094,6.15636231672622,0.747474747474748
"17H01735",1,0.75,"imprbbe.1",5.5294084756935,5.70688847387827,2.5195001281671,7.41082663870757,0.939393939393939
"17H01735",1,0.75,"imprbbe.2",3.93025246052559,4.0886330626033,1.12345616482381,5.86620130995199,0.797979797979798
"17H01735",1,0.75,"maanbbe.3",5.98100249653072,6.26837488415694,2.69908463109568,7.97898613333689,0.95959595959596
"17H01735",1,0.75,"men1bbe.3",7.03156211473202,7.47700382171937,3.67989832443673,8.75944374098956,0.98989898989899
"17H01735",1,0.75,"prdibbe.3",3.783044331191,3.76839471817679,1.55346042252562,5.65743560163364,0.787878787878788
"17H01735",1,0.75,"prrebbe.2",4.58513135168389,4.75161426433577,1.35056185377785,6.15595924579737,0.878787878787879
"17H01735",1,0.75,"sociabe.3",4.93284373708269,5.05668528225929,1.5137800296868,6.63952063482913,0.919191919191919
"17H01735",2,0.6,"aytacbe.3",5.40326270955168,5.88756018472231,1.3427902782027,7.54301251660398,0.808080808080808
"17H01735",2,0.6,"ayuoabe.3",4.29768265137255,4.51809032075897,1.42368728085891,6.36835558604725,0.767676767676768
"17H01735",2,0.6,"brobabe.2",4.10891404933139,4.41326975169737,0.31775838272564,6.13203703439696,0.777777777777778
"17H01735",2,0.6,"bvancbe.1",3.85136552010186,4.00472853012931,0.506042127767373,6.42348955454485,0.717171717171717
"17H01735",2,0.6,"capacbe.4",4.09674750115613,4.20620212167253,1.14403117101702,6.43133320778716,0.757575757575758
"17H01735",2,0.6,"extrcbe.3",4.93496362309432,5.28404308189937,0.507098517018376,7.10170870812424,0.797979797979798
"17H01735",2,0.6,"factabe.4",3.6463789210811,3.67177161269781,0.452816588036351,6.40686135348597,0.717171717171717
"17H01735",2,0.6,"prexbbe.3",4.49513097180433,4.6070604715042,2.00158840324744,6.67192703927101,0.808080808080808
"17H01735",2,0.6,"srecabe.1",4.63710090755576,4.82235263093119,1.07239811695395,6.57959281301823,0.828282828282828
"17H01735",3,0.65,"bvancbe.2",4.21142930081362,4.37461171887059,-0.0758560123550617,6.75295980126413,0.676767676767677
"17H01735",3,0.65,"capacbe.3",4.1575283594677,4.47090872353404,-0.750175258676468,6.4012997856811,0.696969696969697
"17H01735",3,0.65,"depiabe.4",4.58082471939893,4.81449944297083,0.528630255160549,7.17676532556729,0.747474747474748
"17H01735",3,0.65,"flcaabe.3",4.40409502282314,4.67906050917836,-0.161573986701293,6.77883944579908,0.727272727272727
"17H01735",3,0.65,"mahcbbe.2",4.30471645041177,4.3522507852481,0.940012853271686,7.6055251384986,0.727272727272727
"17H01735",3,0.65,"maprbbe.3",4.83446098789106,5.02038164227493,0.506469194882155,7.75993187199058,0.767676767676768
"17H01735",3,0.65,"maprbbe.4",5.64565738029433,6.14461399622406,1.34664543506229,8.10713702948004,0.848484848484849
"17H01735",3,0.65,"ppeebbe.4",4.43448030827501,4.73273643623882,0.858660484758272,7.02004019665476,0.717171717171717
"17H01735",3,0.65,"proebbe.3",4.72469721787746,5.18131158594927,-0.0877356348777045,8.21486853767153,0.777777777777778
"17H01735",3,0.65,"tescbbe.1",2.7238286699447,2.80161591210957,-1.57391668687722,5.48829506658714,0.484848484848485
"17H01735",4,0.35,"ppeebbe.3",6.99359086736391,7.58672584118054,0.0388850195395542,10.683869930685,0.767676767676768
"17H01735",5,-0.05,"clapbbe.2",6.69741608652327,7.34620709315319,0.232306820900975,11.174745235747,0.747474747474748
"17H01735",5,-0.05,"estrabe.3",6.01952667374929,6.60355867587708,-0.765713869903664,11.0661833677856,0.707070707070707
"17H01735",6,0.6,"atecabe.3",5.72414077801661,6.07726515387787,1.6200765037406,8.89773713385459,0.777777777777778
"17H01735",6,0.6,"atemabe.3",6.29888093942821,7.04513828621577,1.22157109027065,9.67082484385899,0.797979797979798
"17H01735",6,0.6,"atemabe.4",6.14279919421616,6.75039321828593,0.194855132312689,9.45082261430383,0.797979797979798
"17H01735",6,0.6,"buclcbe.2",6.22685592354684,6.58849157884121,-0.519138507705174,11.2874303555638,0.777777777777778
"17H01735",6,0.6,"clapbbe.3",6.30986770745238,6.87285589281437,-0.474221220356603,10.8753801187036,0.777777777777778
"17H01735",6,0.6,"srecabe.2",5.65764016289716,6.06494788839388,0.661752088949909,10.4496805529711,0.707070707070707
"17H01735",7,0.35,"men2bbe.2",5.15419525438754,5.47033174106897,-0.820563616686242,10.154612238122,0.656565656565657
"17H01735",7,0.35,"prmobbe.1",6.11652460825762,6.69821960154321,0.363965173755321,9.18534028722725,0.747474747474748
"17H01735",8,0.7,"expeabe.4",5.86646741070135,6.40713318982106,0.816966879754893,9.04572279509929,0.767676767676768
"17H01735",8,0.7,"roalbbe.3",5.57626805285328,6.00064079720908,0.648094613778109,8.43640467778353,0.777777777777778
"17H01735",8,0.7,"trvicbe.2",5.51748421194116,6.00366381318794,0.612781114267177,8.66980682595655,0.777777777777778
"17H01735",9,NA,NA,NA,NA,NA,NA,NA
