"ID_ins","iter","acc","kappa","brier","naPerc","linkObs","linkDist","pred","fail","Low","High"
"17H02646",1,"0.8","0.6",0.184,0.971177944862155,1,0,"Low","no",0.496,0.504
"17H02646",2,"0.775","0.55",0.2,0.971177944862155,1,0,"Low","no",0.496,0.504
"17H02646",3,"0.675","0.35",0.229,0.971177944862155,1,0,"Low","no",0.499,0.501
"17H02646",4,"0.8","0.6",0.185,0.971177944862155,1,0,"High","yes",0.5,0.5
"17H02646",5,NA,NA,NA,0.971177944862155,1,0,NA,NA,NA,NA
"17H02646",6,NA,NA,NA,0.971177944862155,1,0,NA,NA,NA,NA
"17H02646",7,NA,NA,NA,0.971177944862155,1,0,NA,NA,NA,NA
"17H02646",8,NA,NA,NA,0.971177944862155,1,0,NA,NA,NA,NA
"17H02646",9,NA,NA,NA,0.971177944862155,1,0,NA,NA,NA,NA
