"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H02646",1,0.6,"patrbbe.3",8.65568219047438,9.61931948979131,1.23949182026425,16.6141564491037,0.759036144578313
"17H02646",1,0.6,"patrcbe.4",8.70005797264588,9.66770495861133,0.25045000850367,16.4383201462548,0.72289156626506
"17H02646",1,0.6,"tpviabe.8",13.5194651940749,15.6891537923782,1.01708055939849,21.0654097055458,0.819277108433735
"17H02646",2,0.55,"fnotbbe.3",7.83681443018125,8.14922904432311,0.240131844930731,15.9268115502086,0.707070707070707
"17H02646",2,0.55,"intrbbe.3",9.15565805929502,9.84971300715675,0.776277061700693,14.4610626818954,0.787878787878788
"17H02646",3,0.35,"intrbbe.2",5.32529422911318,5.56889471209392,-0.38767827906593,10.627560209829,0.727272727272727
"17H02646",3,0.35,"movhhbe.1",6.15541572812694,6.62649736450461,0.663607579344209,9.73349272212074,0.737373737373737
"17H02646",4,0.6,"movhhbe.2",8.44544636201523,9.31398421494252,0.126046864208301,13.396540675903,0.777777777777778
"17H02646",4,0.6,"ncelbbe.2",7.96427185798032,8.66754457211227,0.361121466519142,14.2589255098852,0.727272727272727
"17H02646",4,0.6,"patrbbe.2",9.35277272884546,10.3549801587207,0.921813760170056,15.5019025723287,0.777777777777778
"17H02646",5,NA,NA,NA,NA,NA,NA,NA
"17H02646",6,NA,NA,NA,NA,NA,NA,NA
"17H02646",7,NA,NA,NA,NA,NA,NA,NA
"17H02646",8,NA,NA,NA,NA,NA,NA,NA
"17H02646",9,NA,NA,NA,NA,NA,NA,NA
