"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H01735",1,0.85,"fcinbbe.2",4.24583836496468,4.34622696651897,0.920395984181951,6.43295438589672,0.737373737373737
"17H01735",1,0.85,"fleebbe.2",6.65383569905135,7.1007050282733,1.7055276801699,8.80775507934908,0.888888888888889
"17H01735",1,0.85,"fsocbbe.3",7.55939262457019,7.91287593300668,1.31190030956635,10.2769894243761,0.95959595959596
"17H01735",1,0.85,"hrdpabe.2",5.1051277165437,5.62641628693794,-0.0403685802410991,7.1096512353662,0.787878787878788
"17H01735",1,0.85,"hrdpabe.3",5.2001263129483,5.46619958115903,1.64151565719651,7.22750331665791,0.838383838383838
"17H01735",1,0.85,"isocbbe.2",4.74931103938396,5.10162228598677,1.51053381059006,7.18193715600172,0.757575757575758
"17H01735",1,0.85,"niemfbe.3",8.10470766966984,8.5868529432869,3.97022839929298,9.93165395053546,0.97979797979798
"17H01735",1,0.85,"piscabe.2",2.98422186792422,3.12454521457392,0.799960645563417,4.46862251966029,0.484848484848485
"17H01735",1,0.85,"prculbe.2",4.060769988028,4.03420134660582,1.07046802034316,6.65532183779933,0.676767676767677
"17H01735",2,0.3,"hrvlabe.1",6.49873834307957,7.25592810846044,1.3735182330044,10.3761920674059,0.737373737373737
"17H01735",3,0.35,"nmicabe.2",9.36003655026989,9.48976743671329,0.587215306393813,17.5328583620088,0.737373737373737
"17H01735",4,-0.05,"comoabe.3",5.81623339887826,6.29700250595894,0.355782333912907,9.21939190966875,0.707070707070707
"17H01735",4,-0.05,"comvcbe.3",6.05436949163605,6.45408401288249,1.35432643953327,8.90614456811516,0.707070707070707
"17H01735",4,-0.05,"niepfbe.3",6.92197600278058,7.39532162236964,1.56041443475497,11.5086649916651,0.747474747474748
"17H01735",5,0.25,"fcinbbe.3",10.9327107561173,12.2856449660941,0.432134673959323,16.3809453028307,0.767676767676768
"17H01735",6,0.25,"hfpcbbe.1",5.9707500825856,6.29889306410564,0.0605060387926201,10.394172847937,0.737373737373737
"17H01735",7,0.25,"piscabe.5",9.48608692484347,10.2561495977997,0.834620506181342,17.3222606988792,0.777777777777778
"17H01735",8,0.3,"niepbbe.3",3.68775292280965,3.67329253188625,0.265209306784695,7.570938436917,0.404040404040404
"17H01735",9,0.6,"disfbbe.3",5.66945694462208,5.89643565797076,0.760325774252227,10.0658448208336,0.737373737373737
"17H01735",9,0.6,"fartbbe.2",5.68841146945868,5.98405768014019,0.724710349283969,9.84457541695135,0.737373737373737
"17H01735",9,0.6,"hrvlabe.3",6.00393126278763,6.73814558982427,0,9.03005293502488,0.777777777777778
