"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H00755",1,0.5,"comhdbe.1",10.5376915003288,11.2002809427419,0.950645395373819,24.1572906508384,0.806818181818182
"17H00755",1,0.5,"nsegabe.1",8.52022246837587,9.27644343632267,0.712876978343376,14.4750501620366,0.715909090909091
"17H00755",2,NA,NA,NA,NA,NA,NA,NA
"17H00755",3,NA,NA,NA,NA,NA,NA,NA
"17H00755",4,NA,NA,NA,NA,NA,NA,NA
"17H00755",5,NA,NA,NA,NA,NA,NA,NA
"17H00755",6,NA,NA,NA,NA,NA,NA,NA
"17H00755",7,NA,NA,NA,NA,NA,NA,NA
"17H00755",8,0.5,"comhdbe.2",12.3018742966765,13.5456936192713,-1.15838053590572,20.4168913384312,0.848484848484849
"17H00755",8,0.5,"comjcbe.2",9.10009890912483,9.92976642855838,-1.00100150250438,14.7262701098169,0.777777777777778
"17H00755",9,NA,NA,NA,NA,NA,NA,NA
