"ID_ins","iter","kappa","var","meanImp","medianImp","minImp","maxImp","normHits"
"17H00579",1,0.8,"binfbbe.3",4.91142888753893,5.00357159238671,0.663459960321526,7.14117053315729,0.868686868686869
"17H00579",1,0.8,"blylabe.3",4.94382804123579,5.0210665246138,2.83777442720298,6.46401064459549,0.929292929292929
"17H00579",1,0.8,"carrbbe.11",4.09250686190691,4.24516250067987,1.70398735404738,5.68812546751196,0.737373737373737
"17H00579",1,0.8,"carrbbe.8",4.71659797708388,4.90965813055631,2.52108914660806,6.14667003895762,0.878787878787879
"17H00579",1,0.8,"entlbbe.4",4.18378582628258,4.39964166583699,1.8268877199295,5.90993275090973,0.777777777777778
"17H00579",1,0.8,"lcliabe.1",5.21856928886185,5.35216734834503,2.42495838856092,7.38153491364238,0.929292929292929
"17H00579",1,0.8,"lcliabe.2",5.24110479038619,5.25328844030297,2.60422106457167,6.92591517624846,0.929292929292929
"17H00579",1,0.8,"ldudbbe.2",2.90597877525302,3.01318940101669,0.565574345983928,4.10859082324798,0.414141414141414
"17H00579",1,0.8,"plmebbe.3",7.04982822045305,7.46634297191037,3.33809218228293,9.54553593513189,1
"17H00579",1,0.8,"preuabe.2",3.58028240931997,3.63004753379214,2.05578564146869,5.05238797863023,0.626262626262626
"17H00579",1,0.8,"preuabe.3",8.93969560613819,9.24525058726635,4.5796896216434,10.7980810628185,1
"17H00579",1,0.8,"psbcabe.1",4.26220505786659,4.2658670767298,2.07593797409783,6.17615745605127,0.858585858585859
"17H00579",1,0.8,"psbcabe.4",3.91892570087503,3.9184354805225,2.08753739625159,6.12022386730073,0.737373737373737
"17H00579",1,0.8,"ptecabe.1",7.00129627213997,7.38604415205646,4.02940452165515,8.72332862331867,0.98989898989899
"17H00579",1,0.8,"rtxtbbe.3",3.48873929312215,3.79183477033323,0.711008012085905,5.15079521901249,0.626262626262626
"17H00579",2,0.55,"bmatabe.3",4.37242768799181,4.45675756902874,1.55559363287638,6.34642604428834,0.828282828282828
"17H00579",2,0.55,"cdudcbe.1",5.12855101806441,5.23573332380124,2.39461056801036,7.26962976351819,0.909090909090909
"17H00579",2,0.55,"cdudcbe.2",5.1012367258015,5.37642459445528,2.86497380321885,6.66046912833933,0.909090909090909
"17H00579",2,0.55,"inedbbe.3",4.63223398192269,4.818175925703,1.93886961507996,6.76935995470041,0.808080808080808
"17H00579",2,0.55,"lartabe.4",4.01287772962803,4.17095746804612,0.278506169332476,6.40732393436953,0.717171717171717
"17H00579",2,0.55,"posiabe.4",6.01708642849316,6.36208895159845,2.42915062003207,8.37857886646635,0.919191919191919
"17H00579",2,0.55,"provbbe.2",3.77382849350489,3.96646056222853,0.0334554697032884,5.78108746708167,0.686868686868687
"17H00579",2,0.55,"rpalabe.3",2.87837069168202,2.91516064907619,-0.473825944648902,5.13243159073431,0.484848484848485
"17H00579",3,0.55,"dccarbe.6",5.89049231086012,6.34443764282086,1.21148381323291,8.22359295917274,0.757575757575758
"17H00579",3,0.55,"diccabe.1",4.95519653530005,5.15656964549847,1.66323834574612,7.60630953299142,0.737373737373737
"17H00579",3,0.55,"diccabe.2",5.01210241696011,5.25015618974337,2.26330637020938,7.34903523575161,0.777777777777778
"17H00579",3,0.55,"ldudbbe.1",4.64318881800841,4.98055408949967,1.51508712447619,6.77536763903742,0.686868686868687
"17H00579",3,0.55,"trsfabe.3",4.71611029510978,5.01416865975888,0.822170830831962,7.14547969181799,0.696969696969697
"17H00579",4,0.7,"blylabe.4",4.56641870586338,4.95327936667013,1.00138799054893,6.95110183424375,0.757575757575758
"17H00579",4,0.7,"bmatabe.2",4.49579634458462,4.8070017589319,0.811782561149323,6.94465382183181,0.717171717171717
"17H00579",4,0.7,"cuidbbe.3",4.28667320107367,4.34874252678288,1.4067238371047,7.78151669793074,0.747474747474748
"17H00579",4,0.7,"hrpeabe.3",4.2606102761525,4.35526374259933,1.09776549833206,6.74291938246614,0.707070707070707
"17H00579",4,0.7,"ptecabe.3",5.0430400926888,5.52261136396558,-7.47859797733753e-16,7.21934734359981,0.797979797979798
"17H00579",5,0.35,"rtxtbbe.4",6.11991967189952,6.6561567279613,1.38359838607786,9.32146117234282,0.717171717171717
"17H00579",6,0.65,"binfbbe.2",5.80130796143138,6.38073657502166,0.317932194653893,8.51756622710268,0.707070707070707
"17H00579",6,0.65,"mdudcbe.2",4.62059604469509,4.78622666055159,1.29270982557594,7.20673408684098,0.606060606060606
"17H00579",6,0.65,"rsitbbe.3",5.92882981851742,6.66999083002746,-0.023917205870679,9.48119123190769,0.696969696969697
"17H00579",7,0.5,"decibbe.3",8.32695379616285,8.65317059979383,0.463408632955984,15.3822412074302,0.808080808080808
"17H00579",7,0.5,"eduddbe.2",5.70750653447865,5.73196059483654,0.695633408610959,10.7575230320264,0.707070707070707
"17H00579",7,0.5,"mdudcbe.1",7.71811917514496,8.55747568945086,0.733106623947869,11.5492614060338,0.777777777777778
"17H00579",8,0.3,"lpoeabe.1",6.64719244626461,7.1954029151048,-0.598314566281465,12.4676638022244,0.727272727272727
"17H00579",9,0.3,"tuniabe.2",5.59345260416833,6.07750860696657,0.312769268352419,8.07651772579084,0.767676767676768
